FailingMethod,Answer.duration,Answer.confidence,Answer.difficulty,GroundTruth,TP,Answer.option,Answer.order,Answer.explanation,Code.LOC,Code.complexity,Worker.score,Worker.profession,Worker.yearsOfExperience,Worker.age,Worker.gender,Worker.country,Answer.explanation_length,Flesch_reading_ease,books,high school,no?,other,other as long as i can remember honestly,other at work,other autodidact,other books,other by myself from books,other diploma,other elementary school,other employer,other first robotics,other forever,other found a book,other had a book on basic when i was a kid,other hobby,other hobbyist,other i really dont remember a time when i couldnt,other instructional books,other java while on the job,other junior high computer class,other leanred more experts at work,other middle school,other mooc,other na,other on the job,other private,other private institute,other professional,other professionally,other self help books,other self study,other self taught,other self-study,other self-taught,other self-taught as a child,other summer camp,other taught myself the basics as a kid,other through work,other training classes,other us army,other when i started programming (at age 9),other work,"there was no ""internet"". i had a trs-80 for gosh sake. we learned from books! made of paper. odd concept",university,web,,.net,3,5,6,a little bit of java,ada,ahk,ajax,asp,asp.net,assembly,autoit,bash,bash and powershell,basic,c,c sharp,c#,c# vb.net java,c+,c++,c++ and python,c/c++,c/c++ and some python and java,css,css3,cuda,developing,do not currently use,dot net and core java,elixir,euphoria,go,groovy,html,html/css (formerly c# and java in previous jobs),html5,jav,java,java c++,java python,javascript,jee,js,jsp,magic,matlab,most c and ksh in past,mql4,mysql,none,none at present,object pascal,peoplesoft,perl,php,php and c++,php/javascript,pl/sql,plsql,python,r,rpg,ruby,ruby & javascript,ruby on rails,sas,scala,scheme,sql,sql (teradata/ms-sql),swift,tera data,various,vb .net java,vb.net,vba,vbs,vbscript,vhdl,visual basic,visual fox pro,visual foxpro,visualbasic,xml
33,-0.44402450309406577,-0.2540556734670899,-0.0061078796910634305,0,0,1,0.08062125780057837,It is trying to grab the intValue within the program but because there is not one you get the Exception. Same thing with this one.,-0.45378488879938494,-0.4843960206867461,1.0142286111005188,1,-0.4308912739046321,0.011077982940071375,0,21,130.0,84.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,-0.47563302464029644,0.9803391241696182,-0.0061078796910634305,0,0,1,0.08062125780057837,the method public static Class<?>[] toClass(Object... array) Converts an array of Object in to an array of Class objects. If any of these objects is null; a null element will be inserted into the array.This method returns null for a null input array.  Now the method; public static boolean equals(Object[] a;Object[] a2) Returns true if the two specified arrays of Objects are equal to one another. The two arrays are considered equal if both arrays contain the same number of elements; and all corresponding pairs of elements in the two arrays are equal. Two objects e1 and e2 are considered equal if (e1==null ? e2==null : e1.equals(e2)). In other words; the two arrays are equal if they contain the same elements in the same order. Also; two array references are considered equal if both are null.  and we have null inserted into the arrays to be compared ==> java.lang.NullPointerException,-0.45378488879938494,-0.4843960206867461,-0.20568272532807705,3,1.3771421534085264,1.550065459076165,1,20,893.0,65.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,-0.3435903655176401,0.36314172535126416,-0.7940243598382445,0,0,1,1.3187334311666028,There is a check to make sure that char 1 is not a capital char. That is to make sure that the language code does not contain capital chars; causing other problems.,-0.45378488879938494,-0.4843960206867461,1.0142286111005188,4,-0.1898201502628776,-1.088198785728567,1,22,164.0,80.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-0.3261424515480859,0.36314172535126416,0.7818086004561177,0,0,2,0.08062125780057837,if len is 0 then pt cannot be lesser than consumed.,-0.45378488879938494,0.09959544350568617,-1.425594061756673,3,1.3771421534085264,1.3302101053424376,1,21,51.0,85.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,-0.3229962096440978,0.36314172535126416,0.7818086004561177,0,0,1,0.08062125780057837,No; X is not less than zero so it would not enter that code.,0.7594431040528566,0.6835869076981184,-1.425594061756673,3,1.7387488388711583,1.4401377822093013,1,21,60.0,99.57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24,-0.46058824499932877,-0.2540556734670899,-0.0061078796910634305,1,1,2,0.08062125780057837,i believe that some error there in that line ,-0.45378488879938494,-0.4843960206867461,1.0142286111005188,3,-0.9130335211881411,-0.6484880782611117,1,7,45.0,96.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-0.4559117052917596,0.9803391241696182,-0.7940243598382445,0,0,1,0.08062125780057837,0 is a valid condition here,0.15282910762673585,0.6835869076981184,-1.425594061756673,4,-0.6719623975463865,-0.428632724527384,1,35,27.0,90.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.16502772520936995,-0.2540556734670899,-0.0061078796910634305,0,0,1,-1.157490915565446,minEnd is defined exactly the same as the other min_ values. Considering that assertEquals doesn't even take into account minEnd; that shouldn't be an issue anyways. With s.add; you're calling a function that is supposed to have one argument but instead has multiple. I'm not sure if that's going to cause this specific error in JUnit; but that's not good.,-0.45378488879938494,-0.4843960206867461,1.0142286111005188,4,-0.6719623975463865,-1.1981264625954309,1,21,356.0,64.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,-0.18597221075752132,0.36314172535126416,-0.7940243598382445,0,0,1,1.3187334311666028,Along the same lines as the other two responses; I'm not finding any bad code here. The syntax looks perfectly fine. Am I missing something? ,-0.45378488879938494,-0.4843960206867461,-1.425594061756673,3,0.17178653519975412,1.000427074741846,0,22,141.0,79.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,-0.04730455867450591,0.9803391241696182,-0.0061078796910634305,0,0,1,-1.157490915565446,"string being passed should have only one underscore like ""en_GB"" but it has two underscore fr__POSIX; so error occured. nothing wrong with ch4",-0.45378488879938494,-0.4843960206867461,-0.20568272532807705,3,-0.6719623975463865,-0.5385604013942479,0,28,142.0,76.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.12415051104046189,0.36314172535126416,-0.0061078796910634305,0,0,1,-1.157490915565446,minEnd in line 313 is never hit.  This would use getMaxMiddleIndex in line 305,-0.45378488879938494,-0.4843960206867461,-1.425594061756673,2,1.3771421534085264,1.1103547516087098,0,21,78.0,81.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,-0.4761116362990296,-2.105647869922152,0.7818086004561177,0,0,0,1.3187334311666028,not aware of this error,-0.15047789058632455,0.09959544350568617,-1.425594061756673,0,-0.7924979593672639,-0.428632724527384,1,28,23.0,100.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-0.3383558653763374,0.9803391241696182,-1.5819408399854256,0,0,1,0.08062125780057837,the char array will be properly consumed by the write method of the Writer,-0.45378488879938494,0.09959544350568617,1.0142286111005188,3,1.9798199625129127,1.2202824284755738,1,23,74.0,74.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,-0.4154287159891239,-0.2540556734670899,-0.0061078796910634305,0,0,1,1.3187334311666028,I don't see anything wrong with that declaration. ,-0.45378488879938494,-0.4843960206867461,-1.425594061756673,1,0.7744643443041404,0.6706440441412544,1,21,50.0,71.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,-0.46493479456324494,0.9803391241696182,-1.5819408399854256,0,0,1,1.3187334311666028,The issue is that the input has two underscores; this block would only come into play if the input was null.,0.15282910762673585,0.09959544350568617,1.0142286111005188,3,-0.06928458844200037,-0.20877737079365632,1,21,108.0,75.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-0.16583903348160095,0.36314172535126416,0.7818086004561177,1,1,2,1.3187334311666028,Calling the translate method with in it's body .  ,3.4892060879704,3.0195527644678473,1.0142286111005188,3,-0.5514268357255093,-0.20877737079365632,0,21,50.0,88.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,-0.24461095548289027,-2.105647869922152,0.7818086004561177,0,0,0,0.08062125780057837,I have never seen <?>. Everything else about that looks fine; though the array.length at line 908 may be causing the problem,-0.45378488879938494,-0.4843960206867461,-0.20568272532807705,1,-0.4308912739046321,-0.428632724527384,1,35,124.0,89.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-0.40305534510650637,0.9803391241696182,-1.5819408399854256,1,1,2,1.3187334311666028,There is a logical check for if minuteOffset is less than 0 or greater than 59 causing it to throw an exception because the value is out of bounds (negative number),-0.45378488879938494,-0.4843960206867461,-0.20568272532807705,4,-0.5514268357255093,-1.3080541394622947,1,22,164.0,48.47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-0.2604530013869582,0.36314172535126416,-0.0061078796910634305,0,0,2,0.08062125780057837,I guess there might be an issue as because the compiler takes it as a keyword. ,-0.45378488879938494,-0.4843960206867461,1.0142286111005188,3,-0.31035571208375484,0.011077982940071375,0,6,79.0,80.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-0.40458312390135726,0.36314172535126416,-0.0061078796910634305,0,0,1,0.08062125780057837,The failure is within the assert.,-0.15047789058632455,-0.4843960206867461,1.0142286111005188,1,-0.4308912739046321,-0.20877737079365632,1,21,33.0,73.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-0.2627881224798301,0.9803391241696182,0.7818086004561177,0,0,1,-1.157490915565446,string.length() returns length of string,-0.45378488879938494,0.09959544350568617,-1.425594061756673,1,-0.7924979593672639,1.550065459076165,0,6,40.0,100.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,-0.2510835484150739,-0.2540556734670899,-0.0061078796910634305,0,0,1,1.3187334311666028,This method tells what type each element in the array should be of. The second parameter states how many elements the array should have; so may be there are no issue with that element,-0.45378488879938494,-0.4843960206867461,1.0142286111005188,1,-0.9130335211881411,0.3408610135406629,1,28,183.0,71.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-0.1801558195995482,-0.2540556734670899,0.7818086004561177,0,0,1,-1.157490915565446,Unrelated test in the highlighted code,0.15282910762673585,-0.4843960206867461,-1.425594061756673,4,-0.7924979593672639,-0.428632724527384,1,22,38.0,48.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-0.3089476979559142,0.9803391241696182,-1.5819408399854256,0,0,1,-1.157490915565446,This line cannot throw the exception referenced.,0.15282910762673585,-0.4843960206867461,-0.20568272532807705,3,-0.31035571208375484,0.011077982940071375,0,6,48.0,55.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-0.4490448874933037,0.36314172535126416,0.7818086004561177,0,0,2,0.08062125780057837,Code test involves that function,-0.15047789058632455,-0.4843960206867461,-1.425594061756673,4,-0.7924979593672639,-0.428632724527384,1,22,32.0,83.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,-0.21798881171804022,-0.2540556734670899,-0.0061078796910634305,0,0,2,-1.157490915565446,"The 5th character is not ""_""",1.669364098692038,3.6035442286602795,-1.425594061756673,1,-0.7924979593672639,0.011077982940071375,1,21,28.0,90.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0.26956028998978965,0.36314172535126416,-0.7940243598382445,0,0,1,1.3187334311666028,'fr__POSIX'.charAt(0) is equal to 'f'; which is greater than 'a' and less than 'z'; thus the conditional (ch0 < 'a' || ch0 > 'z') evaluates to false. It dawns on me that the '>' and '<' operators might not be valid in Java for strings or might not evaluate as expected. I would need to brush up a little to be sure. I would typically use a regular expression in my own code to test the validity of a string input to a format; so this method is a little awkward to me.,-0.45378488879938494,-0.4843960206867461,1.0142286111005188,4,1.3771421534085264,0.3408610135406629,1,21,467.0,74.53,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-0.4402598445468198,0.36314172535126416,-0.7940243598382445,0,0,1,-1.157490915565446,Java ints are signed.,-0.45378488879938494,-0.4843960206867461,-1.425594061756673,3,0.7744643443041404,0.8904993978749821,1,21,21.0,92.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1.082186208822284,-2.105647869922152,1.5697250806032987,1,0,0,-1.157490915565446,"I can see that "" T[] newArray = (T[]) copyArrayGrow1(array; type);"" copies an array and adds the given elements to said array; but I'm unsure with the variable declared above.  The variable ""type"" is taken as an argument in declaring ""newArray"" and the variable is cast into type ""T[]"" that the two class variables must not be compatible. I'm honestly rather confused by ""Class<?> type = array != null ? array.getClass() : (element != null ? element.getClass() : Object.class);"" In having an unknown class it seems that the method might not work with multiple unknowns. But I'm rather unsure.",-0.45378488879938494,-0.4843960206867461,-1.425594061756673,0,-0.9130335211881411,-0.6484880782611117,0,21,592.0,61.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-0.22374348716212408,0.36314172535126416,-0.0061078796910634305,0,0,1,-1.157490915565446,That code has nothing to do with the failure.,2.2759780951181585,1.2675783718905507,-0.20568272532807705,3,1.9798199625129127,2.4294868740110758,1,20,45.0,96.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,-0.3198499677401098,0.36314172535126416,0.7818086004561177,0,0,2,0.08062125780057837,Getting an object of type List<String> and trying to convert it into List<Object[]> instead. This won't work. When you're doing listObj.add(); it is adding an object to the list. ,-0.45378488879938494,-0.4843960206867461,-0.20568272532807705,3,-0.31035571208375484,0.011077982940071375,0,6,179.0,72.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
